,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2861,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
2862,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
2863,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
2864,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
2865,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
2866,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
2867,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
2868,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
2869,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
2870,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
2871,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
2872,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
2873,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
2874,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
2875,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
2876,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
2877,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
2878,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
2879,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
2880,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
2881,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
2882,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Starbucks,43.647261,-79.378599,Coffee Shop
2883,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
2884,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
2885,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
2886,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
2887,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
2888,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
2889,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
2890,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
2891,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Terroni,43.650927,-79.375602,Italian Restaurant
2892,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
2893,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
2894,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
2895,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Indigo,43.65351471121164,-79.38069591056922,Bookstore
2896,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
2897,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
2898,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
2899,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
2900,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
2901,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
2902,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
2903,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
2904,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
2905,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
2906,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,LUSH,43.653557,-79.3804,Cosmetics Shop
2907,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pi Co.,43.648651,-79.385874,Pizza Place
2908,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
2909,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,TELUS,43.64331243103257,-79.38099939294844,IT Services
2910,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,iQ Food Co,43.642851,-79.382081,Salad Place
2911,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,TOCA,43.64543117726125,-79.38705858895491,Italian Restaurant
2912,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
2913,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
2914,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
2915,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
2916,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
2917,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
2918,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
2919,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
2920,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
2921,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Apple Eaton Centre,43.6528177,-79.3806173,Electronics Store
2922,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Royal Alexandra Theatre,43.647255,-79.38753,Theater
2923,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
2924,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Princess Of Wales Theatre,43.64654315405365,-79.38910030187289,Theater
2925,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
2926,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
2927,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Bagel House,43.7283374321573,-79.4180892175865,Bagel Shop
2928,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tutto Pronto,43.72823508097344,-79.41808634471838,Italian Restaurant
2929,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Darbar Persian Grill,43.735484,-79.420006,Restaurant
2930,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
2931,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
2932,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
2933,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
2934,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
2935,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
2936,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
2937,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Toronto Cricket Skating and Curling Club,43.7396604474521,-79.41873218093913,Sports Club
2938,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
2939,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
2940,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Ritché Bridal,43.72663321169346,-79.41746524575422,Bridal Shop
2941,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Bistro on Avenue,43.727074384184064,-79.41756944393234,Wings Joint
2942,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,43.732604,-79.419136,Coffee Shop
2943,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
2944,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,43.728673,-79.418513,Coffee Shop
2945,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Shoppers Drug Mart,43.736276,-79.419705,Pharmacy
2946,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Li'l Niblets & Baby Sprouts,43.72647872252676,-79.41749769877518,Baby Store
2947,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,TD Canada Trust,43.72734189109826,-79.41720441779098,Bank
2948,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,La Bamboche,43.72809138070416,-79.4180217257015,Bakery
2949,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Dino's No Frills,43.730699,-79.418535,Grocery Store
2950,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73148485587151,-79.41954981345089,Sandwich Place
2951,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Il Fornaro,43.734073,-79.41987,Italian Restaurant
2952,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
2953,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
2954,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,A&W,43.725813,-79.417465,Fast Food Restaurant
2955,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
2956,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,RBC Royal Bank,43.72615446820898,-79.41683981521699,Bank
2957,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pizza Pizza,43.731952,-79.415019,Pizza Place
2958,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Videoflicks,43.72768510888065,-79.41776026478563,Video Store
2959,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Ledbury Dog Park,43.728096,-79.42542314529189,Park
2960,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Avenue Rd at Wilson Ave,43.739809,-79.421633,Intersection
2961,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pet Valu,43.739677242012625,-79.42318057507798,Pet Store
2962,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Ledbury Park Skating Rink,43.72721902195227,-79.42499564515232,Skating Rink
2963,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Brookdale Park,43.72586442377834,-79.4178692374157,Park
2964,Roselawn,43.7116948,-79.41693559999999,The Abbot,43.703687730512435,-79.41348481516249,Gastropub
2965,Roselawn,43.7116948,-79.41693559999999,Hotel Gelato,43.703477773135404,-79.41431071971614,Café
2966,Roselawn,43.7116948,-79.41693559999999,The Mad Bean Coffee House,43.70352947682181,-79.4136982823359,Coffee Shop
2967,Roselawn,43.7116948,-79.41693559999999,Phipps Bakery Cafe,43.704116466227575,-79.41113522499343,Bakery
2968,Roselawn,43.7116948,-79.41693559999999,7 Numbers,43.70363047439462,-79.41372432091855,Italian Restaurant
2969,Roselawn,43.7116948,-79.41693559999999,Tokyo Sushi,43.704145677479275,-79.41063075217247,Sushi Restaurant
2970,Roselawn,43.7116948,-79.41693559999999,Ferraro,43.70365527780529,-79.41316673153752,Italian Restaurant
2971,Roselawn,43.7116948,-79.41693559999999,EDO,43.703753667738965,-79.41280203647945,Japanese Restaurant
2972,Roselawn,43.7116948,-79.41693559999999,Forest Hill Arena,43.704289109749816,-79.42036702009155,Skating Rink
2973,Roselawn,43.7116948,-79.41693559999999,Starbucks,43.704171,-79.411887,Coffee Shop
2974,Roselawn,43.7116948,-79.41693559999999,TD Canada Trust,43.70402595885575,-79.41258256489618,Bank
2975,Roselawn,43.7116948,-79.41693559999999,TD Canada Trust,43.71221158421207,-79.42823254003707,Bank
2976,Roselawn,43.7116948,-79.41693559999999,Shoppers Drug Mart,43.703442,-79.415367,Pharmacy
2977,Roselawn,43.7116948,-79.41693559999999,Shoppers Drug Mart,43.71265154175745,-79.42803977796558,Pharmacy
2978,Roselawn,43.7116948,-79.41693559999999,The Bagel House,43.70398896337057,-79.41176966913828,Bagel Shop
2979,Roselawn,43.7116948,-79.41693559999999,Kimono,43.70424116320532,-79.41008497921086,Sushi Restaurant
2980,Roselawn,43.7116948,-79.41693559999999,Jewel & Java Café,43.712466857379965,-79.42799892210871,Café
2981,Roselawn,43.7116948,-79.41693559999999,NTCC Swimming Pool,43.710552812924895,-79.40578561334489,Gym Pool
2982,Roselawn,43.7116948,-79.41693559999999,House Of Chan,43.703802840742526,-79.4136954641572,Asian Restaurant
2983,Roselawn,43.7116948,-79.41693559999999,eMbody Fitness,43.70381312802871,-79.41289506065425,Gym
2984,Roselawn,43.7116948,-79.41693559999999,Doppio Zero,43.703474865065324,-79.41419433425875,Italian Restaurant
2985,Roselawn,43.7116948,-79.41693559999999,Body Harmonics Pilates,43.70373295929262,-79.41277786176745,Pilates Studio
2986,Roselawn,43.7116948,-79.41693559999999,Ashford Cleaners,43.703199,-79.414102,Dry Cleaner
2987,Roselawn,43.7116948,-79.41693559999999,LIV by Au Lit,43.704142,-79.410795,Clothing Store
2988,Roselawn,43.7116948,-79.41693559999999,Body & Soul,43.70459325422878,-79.40961694607698,Gym
2989,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,The Abbot,43.703687730512435,-79.41348481516249,Gastropub
2990,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Hotel Gelato,43.703477773135404,-79.41431071971614,Café
2991,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,The Mad Bean Coffee House,43.70352947682181,-79.4136982823359,Coffee Shop
2992,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Kay Gardner Beltline Trail,43.698445835574525,-79.40687298774719,Trail
2993,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Phipps Bakery Cafe,43.704116466227575,-79.41113522499343,Bakery
2994,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,7 Numbers,43.70363047439462,-79.41372432091855,Italian Restaurant
2995,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Aroma Espresso Bar,43.68816960127832,-79.41259869674182,Café
2996,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Tokyo Sushi,43.704145677479275,-79.41063075217247,Sushi Restaurant
2997,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Ferraro,43.70365527780529,-79.41316673153752,Italian Restaurant
2998,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Mashu Mashu Mediterranean Grill,43.688296943178955,-79.41256340570523,Middle Eastern Restaurant
2999,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,EDO,43.703753667738965,-79.41280203647945,Japanese Restaurant
3000,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Burger Shack,43.70485530038984,-79.40606744008124,Burger Joint
3001,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,The Eglinton Way,43.70256768522876,-79.41805411238548,Garden
3002,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Oriole Park,43.697113532958525,-79.39929342276933,Park
3003,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Sake Bar Kushi,43.70492346730393,-79.40695373525546,Japanese Restaurant
3004,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Darbar,43.704863139986706,-79.40774649663494,Persian Restaurant
3005,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Starbucks,43.68897,-79.413097,Coffee Shop
3006,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,SXS Fitness Inc.,43.704774098682286,-79.40646629702496,Gym / Fitness Center
3007,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Starbucks,43.704171,-79.411887,Coffee Shop
3008,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,A&W,43.704555,-79.407625,Fast Food Restaurant
3009,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,TD Canada Trust,43.70402595885575,-79.41258256489618,Bank
3010,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Track Fitness,43.68874446105689,-79.41260738301624,Gym
3011,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,TD Canada Trust,43.6893326,-79.4127508,Bank
3012,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Hero Certified Burgers,43.68863093053954,-79.41263632449024,Burger Joint
3013,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,RBC Royal Bank,43.68870512528291,-79.41308967769146,Bank
3014,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Tim Hortons,43.70427271689105,-79.40919265153752,Restaurant
3015,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Shoppers Drug Mart,43.703442,-79.415367,Pharmacy
3016,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Pizza Hut,43.704805583019585,-79.40565638465576,Pizza Place
3017,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,The Bagel House,43.70398896337057,-79.41176966913828,Bagel Shop
3018,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Subway,43.688090216172824,-79.41280990859912,Sandwich Place
3019,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Petro-Canada,43.7045,-79.407857,Gas Station
3020,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Forest Hill Road Park,43.69794474434431,-79.4066047668457,Park
3021,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Yitz's Delicatessen Restaurant & Catering,43.70462523069631,-79.40893043742516,Deli / Bodega
3022,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Kimono,43.70424116320532,-79.41008497921086,Sushi Restaurant
3023,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Freshii,43.68904719148535,-79.41281856344665,Vegetarian / Vegan Restaurant
3024,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Second Cup,43.688697685124076,-79.41260118073386,Café
3025,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Upper Canada College (Lett Gym),43.692832398608246,-79.40525789939457,Gym / Fitness Center
3026,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,LCBO,43.7042882088373,-79.40926112581106,Liquor Store
3027,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Suydam Park,43.69042011625168,-79.41390037536621,Park
3028,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Belt Line Trail - Yonge to Bathurst,43.69645218701035,-79.40132193775102,Trail
3029,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,UCC summer camps,43.69152798314834,-79.40343836255039,Skating Rink
3030,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,COBS Bread,43.6890549742118,-79.41284265183978,Bakery
3031,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,LCBO,43.688909320035044,-79.41281717148208,Liquor Store
3032,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Greenhouse Juice,43.68871461044441,-79.41244002225744,Juice Bar
3033,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,William P. Wilder Arena,43.69183115737972,-79.40216986522972,Skating Rink
3034,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,The Queen's Legs,43.70487457647204,-79.40767106664119,Pub
3035,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Fiona Nelson Parkette,43.69938688249057,-79.40023182257725,Park
3036,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Francesca's Salon,43.68863950126384,-79.41300839489382,Salon / Barbershop
3037,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000001,Rexall,43.688526,-79.412392,Pharmacy
3038,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Ezra's Pound,43.67515283323029,-79.40585846415303,Café
3039,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Roti Cuisine of India,43.67461834990478,-79.40824866273744,Indian Restaurant
3040,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Creeds Coffee Bar,43.67410020855885,-79.41083780404273,Coffee Shop
3041,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Big Crow,43.675896076491284,-79.40368028354095,BBQ Joint
3042,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Dish Cooking Studio,43.67406646467061,-79.4107635453081,Café
3043,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Schmaltz Appetizing,43.673894733822266,-79.41181770211539,Deli / Bodega
3044,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Madame Boeuf And Flea,43.67524,-79.40662,Burger Joint
3045,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Casa Loma,43.677934,-79.409521,Castle
3046,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Baldwin Steps,43.67770700052798,-79.40820890386739,Historic Site
3047,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Playa Cabana,43.67611179256714,-79.4012790354265,Mexican Restaurant
3048,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Fresh on Bloor,43.66675488472059,-79.40349130034014,Vegetarian / Vegan Restaurant
3049,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Jean Sibelius Square,43.67142628683921,-79.40883090368688,Park
3050,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Toronto Archives,43.67644734460629,-79.40750861881347,History Museum
3051,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,L'Unita Restaurant,43.674387404879205,-79.39648826123504,Italian Restaurant
3052,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,A Nerd's World,43.670040130615234,-79.41326141357422,Design Studio
3053,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Mistura,43.67428461619599,-79.398425962694,Italian Restaurant
3054,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Gordo Ex,43.67176256470684,-79.41384504378924,Latin American Restaurant
3055,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Napoli Centrale,43.669391,-79.413028,Pizza Place
3056,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Fuwa Fuwa Japanese Pancakes,43.66587984725407,-79.40783968911445,Pastry Shop
3057,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Fat Pasha,43.67378411528878,-79.41177020045674,Jewish Restaurant
3058,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Joso's,43.67483469176536,-79.39617148340865,Mediterranean Restaurant
3059,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Real Thailand Restaurant,43.66655676709821,-79.40465745192407,Thai Restaurant
3060,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Whole Foods Market,43.671954,-79.395543,Grocery Store
3061,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,The Original Gyro Grill,43.66662059602154,-79.40554379665828,Greek Restaurant
3062,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Haute Coffee,43.675817902127925,-79.40279309076072,Café
3063,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Bulk Barn,43.66570828665725,-79.40832293053349,Grocery Store
3064,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Koerner Hall,43.667983280307865,-79.3959619437764,Concert Hall
3065,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,The Madison Avenue Pub,43.667946944171426,-79.40348638003233,Pub
3066,"The Annex, North Midtown, Yorkville",43.6727097,-79.40567840000001,Tarragon Theatre,43.674983590604896,-79.41278424039598,Theater
